epoch,time_s,train_loss,val_loss,val_dice,val_iou,lr
1,173.86,0.09133679461266313,0.06723590305241345,0.9442256872667624,0.8961556333952442,0.001
2,366.19,0.05903650850722832,0.04473485842256317,0.9634509696318291,0.9303297124653628,0.001
3,534.2,0.048311655916539686,0.0446314674836519,0.9630727013919962,0.9297432575833832,0.001
4,708.6,0.045334232579916714,0.04219206821944133,0.9645231512180372,0.9323935411379467,0.001
5,877.07,0.04337753554806113,0.03899247076812505,0.9681014840445751,0.9389242671622247,0.001
6,1057.56,0.04100245841778815,0.041873509437647206,0.9648998164729266,0.9349937779471321,0.001
7,1224.37,0.04012080920194941,0.03804354363896805,0.9688680261629701,0.9404446989895621,0.001
8,1390.87,0.03845266448732998,0.03532970315075853,0.9705002025239448,0.9433425024450679,0.001
9,1558.41,0.037891860914283565,0.048267377684057804,0.9597871815492226,0.9249618664853553,0.001
10,1727.68,0.03747371732789491,0.03483199574355158,0.9710102406647964,0.9442986500980519,0.001
11,1910.06,0.036319840155275805,0.036632221515362905,0.9689263066965392,0.9405216014487695,0.001
12,2077.85,0.03531606343574822,0.03493219340342311,0.9711135879457851,0.9443416447728274,0.001
13,2245.82,0.03472633375653199,0.034402299116710555,0.971237503269682,0.9446659127415764,0.001
14,2428.65,0.03450569594411978,0.03170620950854521,0.9737190844165562,0.9492926764966424,0.001
15,2610.56,0.03446113994345069,0.033009151634604925,0.9723425525478101,0.9469925472592897,0.001
16,2818.33,0.034484310182077545,0.033951756490648924,0.9717179792999879,0.9455567947602204,0.001
17,3022.97,0.033222251881712246,0.030903734467114204,0.9743761982992932,0.9505376471660199,0.001
18,3250.84,0.03288364978507161,0.031094567960428053,0.9739332667906851,0.9497770154715267,0.001
19,3430.18,0.03285090012608894,0.03098687905699346,0.9747276152444091,0.9511424969977841,0.001
20,3598.24,0.03184283397160471,0.030770973782944997,0.9745353300626094,0.9508646139101176,0.001
