epoch,time_s,train_loss,val_loss,val_dice,val_iou,lr
1,170.03,0.0901961403180446,0.062171564855191735,0.9484466474001592,0.9034132868649283,0.001
2,343.35,0.05773365898590003,0.049220847710566354,0.959648169299593,0.9232449008093181,0.001
3,497.77,0.049737880221967186,0.04334413327274035,0.9645812069959832,0.9324237594119458,0.001
4,721.32,0.044947756810912065,0.04328164458274841,0.9646332293834249,0.9323088919535749,0.001
5,924.95,0.0430629792889314,0.03918779075316692,0.9674260505290975,0.9376306029138046,0.001
6,1156.33,0.0413935356334384,0.038617424717638474,0.9685786618373455,0.9397055300907966,0.001
7,1333.78,0.040407457375632866,0.03635849322029749,0.9702214611464722,0.9427308774096917,0.001
8,1491.58,0.038592583972162434,0.03916261387222896,0.9667184619302395,0.9364057263535551,0.001
9,1644.26,0.037981811429240876,0.035875136625087144,0.9703934511175129,0.9431268046783513,0.001
10,1798.64,0.0372354642195361,0.03356252601066342,0.9723588173573885,0.9467631419613574,0.001
11,1964.87,0.036536820083856586,0.03577161833440885,0.9706837712522906,0.943576373138537,0.001
12,2168.52,0.03557638246699103,0.032407016074969465,0.9733003683623065,0.9485437490878611,0.001
13,2321.68,0.035140043111251934,0.03956718657495686,0.9671344511146873,0.9374788866343676,0.001
14,2497.65,0.03492661129018026,0.03367099886931754,0.9722910130604632,0.9466210544792493,0.001
15,2650.57,0.03403941164990621,0.03732842949875882,0.9688024607121432,0.9401106796838492,0.001
16,2827.02,0.033849998942709396,0.03303422461079841,0.9725716336921156,0.947079041028091,0.001
17,3020.34,0.0334177668978061,0.030365907065850854,0.9751468442572564,0.9519770908833917,0.001
18,3184.24,0.03256476716936699,0.03242278123236378,0.9727046495693119,0.9473884712829972,0.001
19,3342.36,0.03265332802597966,0.029167716982101573,0.9758219701000476,0.9532194088045027,0.001
20,3497.12,0.031567804108240775,0.02790934420980489,0.9773299998062046,0.956042709272024,0.001
21,3657.81,0.03154691287848566,0.028388577291335246,0.9765985200774021,0.9546727932626675,0.001
22,3811.23,0.03067205385970218,0.029907982526617524,0.9758166346304055,0.9532263702512812,0.001
23,4038.86,0.03104598098301462,0.028285332113589894,0.9769309733521973,0.9552735779381072,0.001
24,4232.12,0.030433531674955574,0.028578854154951688,0.9765712369478876,0.9546889585888488,0.001
25,4386.12,0.030181033262716872,0.03215676042534793,0.9727145830505557,0.9475442692850927,0.001
26,4548.8,0.03009640410675534,0.026844792233632432,0.9784448116932353,0.9581460249116565,0.001
27,4703.37,0.02956516295937555,0.026793449682338173,0.9781795479677469,0.9576568374661115,0.001
28,4888.37,0.02962967770972422,0.026307010027393298,0.9786427502645804,0.9585034788338025,0.001
29,5043.53,0.029229419637870575,0.026792832346704536,0.9781284692635851,0.9576163636066852,0.001
30,5197.63,0.028927692784262556,0.024712975481882365,0.9799261818130242,0.9609604349792175,0.001
31,5359.8,0.02879481769499502,0.030208196894386925,0.9752157941076339,0.9519689124088233,0.001
32,5513.24,0.028814593830278942,0.02695328643690433,0.9774183181773626,0.9562590433909081,0.001
